id,vadt,AADT,FacilityType,flag
6044-6040,3640.789674,399,Arterial/Collector,N
6044-6106,4321.304273,1016,Arterial/Collector,N
6048-5927,2548.18351,678,Arterial/Collector,N
6048-6137,724.6310853,678,Arterial/Collector,N
6052-6013,1481.565354,1658,Arterial/Collector,N
6052-6142,1470.685395,1658,Arterial/Collector,N
6053-6041,1439.785231,775,Arterial/Collector,N
6053-6056,1340.795456,775,Arterial/Collector,N
6055-6031,7286.964039,4603,Arterial/Collector,N
6055-6091,5117.053464,4603,Arterial/Collector,N
6056-6053,1439.785231,775,Arterial/Collector,N
6056-6096,1603.197279,1139,Arterial/Collector,N
6062-5963,2463.660388,2211,Arterial/Collector,N
6062-6063,2542.610913,703,Arterial/Collector,N
6062-6156,3564.990463,1708,Arterial/Collector,N
6063-6062,2773.618444,703,Arterial/Collector,N
6063-6064,2398.55841,703,Arterial/Collector,N
6064-5954,999.2496659,452,Arterial/Collector,N
6064-6063,2772.277192,703,Arterial/Collector,N
6064-6065,1855.512231,352,Arterial/Collector,N
6064-6117,1258.675146,703,Arterial/Collector,N
6065-5955,369.6283233,251,Arterial/Collector,N
6065-6064,2189.275857,352,Arterial/Collector,N
6065-6103,1963.865615,251,Arterial/Collector,N
6066-6039,2657.752943,4433,Arterial/Collector,N
6066-6067,548.3726053,581,Arterial/Collector,N
6066-6104,3412.669022,4433,Arterial/Collector,N
6067-6066,573.0747826,581,Arterial/Collector,N
6067-6068,548.3726053,581,Arterial/Collector,N
6068-6067,573.0747826,581,Arterial/Collector,N
6068-6069,895.951786,581,Arterial/Collector,N
6068-6161,1193.905351,345,Arterial/Collector,N
6069-6068,978.3898652,581,Arterial/Collector,N
6069-6070,835.1512405,606,Arterial/Collector,N
6070-5943,2722.044002,591,Arterial/Collector,N
6070-6069,940.992745,606,Arterial/Collector,N
6070-6143,2105.771525,896,Arterial/Collector,N
6071-5970,673.356672,2059,Arterial/Collector,N
6071-6072,591.8023544,775,Arterial/Collector,N
6071-6095,607.0194505,2059,Arterial/Collector,N
6072-5971,2463.604948,3633,Arterial/Collector,N
6072-6071,399.170017,775,Arterial/Collector,N
6072-6073,827.462739,824,Arterial/Collector,N
6072-6162,2931.710936,3634,Arterial/Collector,N
6073-5992,295.4444289,969,Arterial/Collector,N
6073-6072,694.5252679,824,Arterial/Collector,N
6073-6123,662.7834219,969,Arterial/Collector,N
6076-6010,3079.811819,1600,Arterial/Collector,N
6076-6077,2809.143136,1600,Arterial/Collector,N
6077-6040,4224.371668,1900,Arterial/Collector,N
6077-6076,3079.811819,1600,Arterial/Collector,N
6077-6186,3205.725836,3400,Arterial/Collector,N
6082-5941,1197.835953,402,Arterial/Collector,N
6082-6112,2548.556597,452,Arterial/Collector,N
6083-5857,4319.222114,3216,Arterial/Collector,N
6083-6087,381.3453312,301,Arterial/Collector,N
6083-6236,4534.734786,3517,Arterial/Collector,N
6084-6033,4206.678925,3966,Arterial/Collector,N
6087-5968,499.3692686,402,Arterial/Collector,N
6087-6083,526.8984592,301,Arterial/Collector,N
6087-6119,510.7249671,402,Arterial/Collector,N
6089-6026,1086.192038,553,Arterial/Collector,N
6089-6244,928.3522766,603,Arterial/Collector,N
6091-6055,4609.583537,4603,Arterial/Collector,N
6091-6103,4636.146541,3415,Arterial/Collector,N
6091-6216,2057.842529,352,Arterial/Collector,N
6095-6071,565.9262685,2059,Arterial/Collector,N
6095-6154,1992.737904,1477,Arterial/Collector,N
6096-6056,1639.48974,1139,Arterial/Collector,N
6096-6101,1830.230194,1235,Arterial/Collector,N
6096-6227,767.8031242,279,Arterial/Collector,N
6099-6131,4198.455354,2209,Arterial/Collector,N
6100-5953,1484.153391,574,Arterial/Collector,N
6100-6190,507.2719992,575,Arterial/Collector,N
6101-6096,1945.186517,1235,Arterial/Collector,N
6101-6133,1847.712406,1235,Arterial/Collector,N
6103-6065,2558.904175,251,Arterial/Collector,N
6103-6091,4250.468453,3415,Arterial/Collector,N
6103-6121,2265.574833,2447,Arterial/Collector,N
6104-6066,3195.182464,4433,Arterial/Collector,N
6104-6160,3475.841853,4433,Arterial/Collector,N
6106-6044,4553.375396,1016,Arterial/Collector,N
6106-6167,1653.795015,1017,Arterial/Collector,N
6106-6168,2667.509225,251,Arterial/Collector,N
6107-5999,2140.396896,1507,Arterial/Collector,N
6107-6173,1928.643671,1507,Arterial/Collector,N
6111-6030,1621.912578,4336,Arterial/Collector,N
6111-6264,1549.956639,4336,Arterial/Collector,N
6112-6082,2279.404733,452,Arterial/Collector,N
6112-6239,2799.930908,452,Arterial/Collector,N
6113-6269,317.4295689,460,Arterial/Collector,N
6117-6064,1225.421308,703,Arterial/Collector,N
6117-6158,1258.675146,703,Arterial/Collector,N
6118-5964,1180.30357,254,Arterial/Collector,N
6118-6153,2114.503781,254,Arterial/Collector,N
6119-6087,505.2349588,402,Arterial/Collector,N
6120-5962,3221.283929,4700,Arterial/Collector,N
6120-6221,3716.375535,4700,Arterial/Collector,N
6121-6103,2474.935335,2447,Arterial/Collector,N
6121-6215,2265.574833,2447,Arterial/Collector,N
6123-6073,546.5626634,969,Arterial/Collector,N
6123-6164,505.0338013,969,Arterial/Collector,N
6127-5928,1699.38486,1375,Arterial/Collector,N
6127-6135,1683.585337,425,Arterial/Collector,N
6127-6188,2505.499313,1102,Arterial/Collector,N
6129-5935,2295.126126,500,Arterial/Collector,N
6129-6232,2651.896902,675,Arterial/Collector,N
6131-6099,6162.044547,2209,Arterial/Collector,N
6133-6101,1932.97049,1235,Arterial/Collector,N
6133-6197,1794.657148,2108,Arterial/Collector,N
6134-5894,4194.581661,3173,Arterial/Collector,N
6134-6135,2276.973788,425,Arterial/Collector,N
6134-6252,3804.507995,3246,Arterial/Collector,N
6135-6127,1495.885606,425,Arterial/Collector,N
6135-6134,2687.703822,425,Arterial/Collector,N
6137-6048,1897.220285,678,Arterial/Collector,N
6137-6206,651.9025035,484,Arterial/Collector,N
6138-5985,2327.225647,1016,Arterial/Collector,N
6138-6139,1415.733653,266,Arterial/Collector,N
6138-6214,2781.930209,1284,Arterial/Collector,N
6139-6138,1253.976948,266,Arterial/Collector,N
6140-5988,2433.667266,1478,Arterial/Collector,N
6140-6141,1181.887617,279,Arterial/Collector,N
6140-6251,2502.157411,1744,Arterial/Collector,N
6141-6140,1058.354948,279,Arterial/Collector,N
6142-6052,1420.958941,1658,Arterial/Collector,N
6142-6174,1458.591119,1332,Arterial/Collector,N
6142-6201,251.7619603,1105,Arterial/Collector,N
6143-6070,1801.318537,896,Arterial/Collector,N
6143-6240,3035.575922,1381,Arterial/Collector,N
6145-5891,2053.101492,775,Arterial/Collector,N
6145-6315,2791.648578,1125,Arterial/Collector,N
6147-5999,1789.079056,955,Arterial/Collector,N
6147-6177,3097.472931,1206,Arterial/Collector,N
6149-6025,1656.583068,2277,Arterial/Collector,N
6149-6258,1885.288186,2713,Arterial/Collector,N
6150-5842,1272.907093,350,Arterial/Collector,N
6150-6446,1863.791654,400,Arterial/Collector,N
6153-6118,2227.62493,254,Arterial/Collector,N
6153-6330,947.1047186,279,Arterial/Collector,N
6154-6095,2135.904941,1477,Arterial/Collector,N
6154-6266,813.3611618,1526,Arterial/Collector,N
6156-6062,3478.00005,1708,Arterial/Collector,N
6156-6222,3469.795269,1708,Arterial/Collector,N
6157-6156,394.7375941,804,Arterial/Collector,N
6157-6158,887.856289,804,Arterial/Collector,N
6158-6117,1225.421308,703,Arterial/Collector,N
6158-6157,939.9063824,804,Arterial/Collector,N
6158-6215,2146.531453,703,Arterial/Collector,N
6160-6104,3202.208413,4433,Arterial/Collector,N
6160-6270,2965.803013,4433,Arterial/Collector,N
6161-6068,1167.619975,345,Arterial/Collector,N
6161-6249,1703.944217,345,Arterial/Collector,N
6162-6072,3011.549778,3634,Arterial/Collector,N
6162-6164,2661.696212,484,Arterial/Collector,N
6162-6187,3699.000788,3634,Arterial/Collector,N
6164-6123,408.1022825,969,Arterial/Collector,N
6164-6162,2748.743351,484,Arterial/Collector,N
6164-6204,3166.729974,1211,Arterial/Collector,N
6165-6041,313.6309398,291,Arterial/Collector,N
6165-6229,319.5218784,291,Arterial/Collector,N
6166-6035,1798.962558,1575,Arterial/Collector,N
6166-6322,1794.904838,1575,Arterial/Collector,N
6167-6106,1805.182818,1017,Arterial/Collector,N
6167-6168,641.1409334,754,Arterial/Collector,N
6167-6213,2309.43827,2211,Arterial/Collector,N
6168-6106,2748.192746,251,Arterial/Collector,N
6168-6167,655.6432315,754,Arterial/Collector,N
6168-6169,3308.650175,1306,Arterial/Collector,N
6169-6168,3403.835974,1306,Arterial/Collector,N
6169-6175,3249.400168,1507,Arterial/Collector,N
6169-6282,2567.838871,251,Arterial/Collector,N
6170-19313,8209.427835,5135,Arterial/Collector,N
6170-6034,4705.080352,2447,Arterial/Collector,N
6170-6171,1886.21382,1507,Arterial/Collector,N
6170-6175,8160.359033,1507,Arterial/Collector,N
6171-20011,2280.769976,1507,Arterial/Collector,N
6171-6170,1951.331599,1507,Arterial/Collector,N
6172-20011,1600.919939,251,Arterial/Collector,N
6172-6245,2052.309138,352,Arterial/Collector,N
6173-6107,1879.987829,1507,Arterial/Collector,N
6173-6198,2922.563544,1507,Arterial/Collector,N
6174-6023,2917.424993,502,Arterial/Collector,N
6174-6142,1545.406542,1332,Arterial/Collector,N
6174-6265,1929.859004,1332,Arterial/Collector,N
6175-5905,5011.969538,2501,Arterial/Collector,N
6175-6169,3242.963327,1507,Arterial/Collector,N
6175-6170,8066.026709,1507,Arterial/Collector,N
6177-6147,2795.470144,1206,Arterial/Collector,N
6177-6284,2016.868774,1306,Arterial/Collector,N
6180-6182,1443.749821,2953,Arterial/Collector,N
6180-6194,1489.500818,2850,Arterial/Collector,N
6181-6018,4984.599324,7509,Arterial/Collector,N
6181-6182,1460.981601,3050,Arterial/Collector,N
6181-6184,685.5937112,2850,Arterial/Collector,N
6181-6311,5783.781829,8140,Arterial/Collector,N
6182-6180,1489.500818,2953,Arterial/Collector,N
6182-6181,1443.749821,3050,Arterial/Collector,N
6183-6184,899.4748354,1950,Arterial/Collector,N
6184-6181,899.4748354,2850,Arterial/Collector,N
6184-6183,685.5937112,1950,Arterial/Collector,N
6186-6077,3332.273656,3400,Arterial/Collector,N
6186-6194,3205.725836,3400,Arterial/Collector,N
6187-6162,3782.409914,3634,Arterial/Collector,N
6187-6266,3700.630219,2762,Arterial/Collector,N
6188-6127,2648.31363,1102,Arterial/Collector,N
6188-6254,499.2167261,404,Arterial/Collector,N
6188-6370,2006.282539,1340,Arterial/Collector,N
6190-6100,564.5600293,575,Arterial/Collector,N
6190-6334,968.2703842,575,Arterial/Collector,N
6191-6194,2378.277576,3000,Arterial/Collector,N
6191-6213,969.6727226,2060,Arterial/Collector,N
6191-6262,1256.991445,1075,Arterial/Collector,N
6194-6180,1443.749821,2850,Arterial/Collector,N
6194-6186,3332.273656,3400,Arterial/Collector,N
6194-6191,2226.664133,3000,Arterial/Collector,N
6194-6280,1436.394702,3100,Arterial/Collector,N
6195-6454,353.1495396,350,Arterial/Collector,N
6197-6133,1839.037056,2108,Arterial/Collector,N
6197-6217,2692.461285,2301,Arterial/Collector,N
6198-6173,2936.177253,1507,Arterial/Collector,N
6198-6245,2939.084826,1507,Arterial/Collector,N
6200-6206,773.4730002,484,Arterial/Collector,N
6200-6461,1741.957893,727,Arterial/Collector,N
6204-6164,3156.845635,1211,Arterial/Collector,N
6204-6260,1520.220321,1211,Arterial/Collector,N
6206-6137,653.3695517,484,Arterial/Collector,N
6206-6200,749.6670785,484,Arterial/Collector,N
6207-6208,1063.365889,374,Arterial/Collector,N
6207-6211,797.0942853,375,Arterial/Collector,N
6208-6207,797.0942853,374,Arterial/Collector,N
6208-6209,1063.365889,375,Arterial/Collector,N
6209-6208,797.0942853,375,Arterial/Collector,N
6209-6466,1131.811346,269,Arterial/Collector,N
6210-6211,1063.365889,374,Arterial/Collector,N
6210-6275,797.0942853,350,Arterial/Collector,N
6211-6207,1063.365889,375,Arterial/Collector,N
6211-6210,797.0942853,374,Arterial/Collector,N
6212-6289,331.4651079,299,Arterial/Collector,N
6213-6167,2446.32369,2211,Arterial/Collector,N
6213-6191,843.5997691,2060,Arterial/Collector,N
6213-6263,1982.326856,2211,Arterial/Collector,N
6214-6138,2836.747167,1284,Arterial/Collector,N
6214-6224,3193.351891,557,Arterial/Collector,N
6214-6327,3744.139859,2239,Arterial/Collector,N
6215-21239,4485.526599,2010,Arterial/Collector,N
6215-6121,2474.935335,2447,Arterial/Collector,N
6215-6158,2165.32769,703,Arterial/Collector,N
6215-6222,1302.95428,2059,Arterial/Collector,N
6216-21239,1900.634125,352,Arterial/Collector,N
6216-6091,1936.050664,352,Arterial/Collector,N
6216-6224,3494.522225,603,Arterial/Collector,N
6217-6197,2662.640921,2301,Arterial/Collector,N
6217-6260,1807.366056,2374,Arterial/Collector,N
6220-6221,1805.833143,603,Arterial/Collector,N
6220-6236,1302.982932,603,Arterial/Collector,N
6221-6120,3324.047154,4700,Arterial/Collector,N
6221-6220,1705.137943,603,Arterial/Collector,N
6221-6222,1831.688165,603,Arterial/Collector,N
6221-6306,3955.305992,4700,Arterial/Collector,N
6222-6156,3099.945854,1708,Arterial/Collector,N
6222-6215,1364.601727,2059,Arterial/Collector,N
6222-6221,1736.437938,603,Arterial/Collector,N
6222-6313,3036.311554,3077,Arterial/Collector,N
6224-6214,3163.346863,557,Arterial/Collector,N
6224-6216,3487.110049,603,Arterial/Collector,N
6224-6287,685.5898466,1550,Arterial/Collector,N
6226-6012,1532.873991,1679,Arterial/Collector,N
6227-6096,689.1392697,279,Arterial/Collector,N
6229-6165,313.6309398,291,Arterial/Collector,N
6229-6344,319.5218784,291,Arterial/Collector,N
6231-6226,303.5107039,539,Arterial/Collector,N
6232-6129,2295.126126,675,Arterial/Collector,N
6232-6496,2651.896902,685,Arterial/Collector,N
6233-5933,1547.450793,3123,Arterial/Collector,N
6233-6234,3597.366186,3731,Arterial/Collector,N
6233-6246,4007.178247,2907,Arterial/Collector,N
6233-6301,2285.031638,2494,Arterial/Collector,N
6234-6233,5024.211083,3731,Arterial/Collector,N
6234-6239,5285.908826,3731,Arterial/Collector,N
6236-6083,4107.544409,3517,Arterial/Collector,N
6236-6220,1382.890955,603,Arterial/Collector,N
6236-6297,4907.160823,3819,Arterial/Collector,N
6237-6294,2388.750519,1156,Arterial/Collector,N
6239-6112,2362.341298,452,Arterial/Collector,N
6239-6234,6177.246388,3731,Arterial/Collector,N
6239-6264,3300.101511,3730,Arterial/Collector,N
6239-6318,4166.327005,251,Arterial/Collector,N
6240-6143,2722.184986,1381,Arterial/Collector,N
6240-6250,1796.9815,1133,Arterial/Collector,N
6241-6242,2586.596377,2907,Arterial/Collector,N
6241-6246,1536.272391,2907,Arterial/Collector,N
6242-6241,2549.445721,2907,Arterial/Collector,N
6242-6243,1886.368491,2907,Arterial/Collector,N
6242-6361,1027.335969,412,Arterial/Collector,N
6243-6242,1718.019437,2907,Arterial/Collector,N
6243-6244,1854.296378,2907,Arterial/Collector,N
6244-6089,1126.151093,603,Arterial/Collector,N
6244-6243,1642.749153,2907,Arterial/Collector,N
6244-6274,2710.350798,2907,Arterial/Collector,N
6245-6172,2036.16093,352,Arterial/Collector,N
6245-6198,2941.645349,1507,Arterial/Collector,N
6245-6303,1738.371236,352,Arterial/Collector,N
6245-6304,2671.554586,1507,Arterial/Collector,N
6246-6233,3373.918313,2907,Arterial/Collector,N
6246-6241,1741.007464,2907,Arterial/Collector,N
6246-6365,2926.738824,1005,Arterial/Collector,N
6249-6161,1619.91188,345,Arterial/Collector,N
6249-6271,334.3487291,302,Arterial/Collector,N
6250-6240,1552.296401,1133,Arterial/Collector,N
6250-6278,3145.87201,1381,Arterial/Collector,N
6251-19325,2502.157411,1901,Arterial/Collector,N
6251-6140,2199.802155,1744,Arterial/Collector,N
6252-6134,3731.450987,3246,Arterial/Collector,N
6252-6254,3804.507995,4118,Arterial/Collector,N
6254-6188,582.7916372,404,Arterial/Collector,N
6254-6252,3731.450987,4118,Arterial/Collector,N
6254-6288,4303.724723,4118,Arterial/Collector,N
6257-6258,4417.559877,4021,Arterial/Collector,N
6257-6277,1124.320917,4021,Arterial/Collector,N
6257-6360,3476.777755,1457,Arterial/Collector,N
6258-6149,1643.52375,2713,Arterial/Collector,N
6258-6257,4601.09872,4021,Arterial/Collector,N
6258-6264,3438.871967,4312,Arterial/Collector,N
6258-6402,2733.002611,2311,Arterial/Collector,N
6260-6204,1416.558839,1211,Arterial/Collector,N
6260-6217,1864.600597,2374,Arterial/Collector,N
6260-6324,3327.586429,3222,Arterial/Collector,N
6262-6191,1534.677802,1075,Arterial/Collector,N
6262-6389,1439.522463,1050,Arterial/Collector,N
6263-6213,1993.139335,2211,Arterial/Collector,N
6263-6396,2489.258699,1809,Arterial/Collector,N
6264-6111,1538.976099,4336,Arterial/Collector,N
6264-6239,3345.767695,3730,Arterial/Collector,N
6264-6258,3446.889244,4312,Arterial/Collector,N
6264-6317,1643.060925,4603,Arterial/Collector,N
6265-6174,1912.828827,1332,Arterial/Collector,N
6265-6274,1662.397797,1332,Arterial/Collector,N
6265-6291,826.3039611,301,Arterial/Collector,N
6266-6154,883.7100767,1526,Arterial/Collector,N
6266-6187,3777.079749,2762,Arterial/Collector,N
6266-6347,3188.721562,5092,Arterial/Collector,N
6266-6368,1325.269765,1454,Arterial/Collector,N
6269-6383,303.5351487,460,Arterial/Collector,N
6270-6160,2749.916592,4433,Arterial/Collector,N
6270-6384,2611.086708,4918,Arterial/Collector,N
6271-6249,296.0076344,302,Arterial/Collector,N
6271-6345,702.9595146,345,Arterial/Collector,N
6274-6244,2696.602379,2907,Arterial/Collector,N
6274-6265,1745.286533,1332,Arterial/Collector,N
6274-6291,3587.554753,2907,Arterial/Collector,N
6274-6433,2752.492878,2060,Arterial/Collector,N
6275-6210,1063.365889,350,Arterial/Collector,N
6275-6323,797.0942853,350,Arterial/Collector,N
6277-6257,1030.377724,4021,Arterial/Collector,N
6278-6250,2834.819661,1381,Arterial/Collector,N
6278-6366,3145.87201,1938,Arterial/Collector,N
6279-6437,804.9525077,279,Arterial/Collector,N
6280-6194,1365.578046,3100,Arterial/Collector,N
6280-6380,1436.394702,3200,Arterial/Collector,N
6282-6169,2669.461588,251,Arterial/Collector,N
6282-6391,1891.187298,251,Arterial/Collector,N
6283-6285,2974.89262,4554,Arterial/Collector,N
6283-6293,1162.702963,4554,Arterial/Collector,N
6284-6177,1803.502647,1306,Arterial/Collector,N
6284-6293,391.5507285,4553,Arterial/Collector,N
6284-6377,2892.92738,1558,Arterial/Collector,N
6285-6283,2867.517994,4554,Arterial/Collector,N
6285-6292,2055.407027,5165,Arterial/Collector,N
6287-19320,3860.437656,1550,Arterial/Collector,N
6287-6224,648.1726616,1550,Arterial/Collector,N
6288-6254,4314.242701,4118,Arterial/Collector,N
6288-6362,4635.189853,4117,Arterial/Collector,N
6289-6212,320.3932249,299,Arterial/Collector,N
6291-6265,774.3831483,301,Arterial/Collector,N
6291-6274,3786.819684,2907,Arterial/Collector,N
6291-6299,2788.120196,2907,Arterial/Collector,N
6291-6341,1785.241766,955,Arterial/Collector,N
6292-21240,2747.58919,6249,Arterial/Collector,N
6292-6285,3499.362794,5165,Arterial/Collector,N
6293-6283,1330.88792,4554,Arterial/Collector,N
6293-6284,438.623548,4553,Arterial/Collector,N
6293-6377,724.0794209,854,Arterial/Collector,N
6294-6237,2549.368868,1156,Arterial/Collector,N
6294-6295,3501.735147,2907,Arterial/Collector,N
6294-6299,2621.810264,2907,Arterial/Collector,N
6294-6338,1825.764671,1909,Arterial/Collector,N
6295-6294,3523.834594,2907,Arterial/Collector,N
6295-6296,3602.529561,2907,Arterial/Collector,N
6296-6295,3660.488435,2907,Arterial/Collector,N
6296-6297,2126.380058,2907,Arterial/Collector,N
6297-6236,4470.013159,3819,Arterial/Collector,N
6297-6296,2134.524578,2907,Arterial/Collector,N
6297-6298,4646.783802,8769,Arterial/Collector,N
6297-6382,2384.217338,3015,Arterial/Collector,N
6298-6297,3989.179894,8769,Arterial/Collector,N
6298-6333,4646.783802,8769,Arterial/Collector,N
6299-6291,2822.385306,2907,Arterial/Collector,N
6299-6294,2606.574229,2907,Arterial/Collector,N
6301-6233,1619.999586,2494,Arterial/Collector,N
6301-6319,3201.230781,2495,Arterial/Collector,N
6303-21240,2951.051288,6250,Arterial/Collector,N
6303-6245,1741.208813,352,Arterial/Collector,N
6303-6305,1341.347078,6250,Arterial/Collector,N
6304-6245,2655.129312,1507,Arterial/Collector,N
6304-6358,2762.957321,7896,Arterial/Collector,N
6305-6303,1245.982341,6250,Arterial/Collector,N
6306-6221,3557.532519,4700,Arterial/Collector,N
6306-6333,2758.951137,5270,Arterial/Collector,N
6311-6181,5632.789307,8140,Arterial/Collector,N
6311-6343,462.8958069,2800,Arterial/Collector,N
6311-6355,5320.885969,9254,Arterial/Collector,N
6312-20013,3798.327096,2010,Arterial/Collector,N
6312-6326,673.1620521,2010,Arterial/Collector,N
6313-6222,2632.859354,3077,Arterial/Collector,N
6313-6325,4232.666438,3076,Arterial/Collector,N
6315-6145,2053.101492,1125,Arterial/Collector,N
6315-6428,2322.807229,1125,Arterial/Collector,N
6316-20012,1949.804355,352,Arterial/Collector,N
6316-6318,288.4928535,804,Arterial/Collector,N
6316-6319,1867.145114,804,Arterial/Collector,N
6317-6264,1685.763793,4603,Arterial/Collector,N
6317-6318,281.0830706,804,Arterial/Collector,N
6317-6403,1523.161478,4603,Arterial/Collector,N
6318-6239,4545.851576,251,Arterial/Collector,N
6318-6317,380.3074779,804,Arterial/Collector,N
6318-6516,4257.370619,301,Arterial/Collector,N
6319-6301,2594.915167,2495,Arterial/Collector,N
6319-6316,2238.297218,804,Arterial/Collector,N
6319-6449,1280.282154,2494,Arterial/Collector,N
6322-6166,1798.962558,1575,Arterial/Collector,N
6322-6430,2211.184457,1575,Arterial/Collector,N
6323-6275,1063.365889,350,Arterial/Collector,N
6323-6447,694.2815423,308,Arterial/Collector,N
6324-6260,3281.159421,3222,Arterial/Collector,N
6324-6332,3295.218566,3222,Arterial/Collector,N
6325-6313,3389.31053,3076,Arterial/Collector,N
6325-6333,5124.133724,8769,Arterial/Collector,N
6325-6340,3938.653386,6056,Arterial/Collector,N
6325-6519,4743.454885,4554,Arterial/Collector,N
6326-6312,528.4181179,2010,Arterial/Collector,N
6326-6385,723.7573676,2814,Arterial/Collector,N
6327-19320,2429.391814,1962,Arterial/Collector,N
6327-21337,6162.281711,2834,Arterial/Collector,N
6327-6214,3828.961738,2239,Arterial/Collector,N
6330-6153,991.4132332,279,Arterial/Collector,N
6330-6420,833.4279561,279,Arterial/Collector,N
6332-6324,3223.183761,3222,Arterial/Collector,N
6332-6395,851.3363965,345,Arterial/Collector,N
6332-6414,2443.882191,3270,Arterial/Collector,N
6333-6298,3989.179894,8769,Arterial/Collector,N
6333-6306,2801.081393,5270,Arterial/Collector,N
6333-6325,5929.722912,8769,Arterial/Collector,N
6333-6522,3893.904884,3852,Arterial/Collector,N
6334-6190,778.9195191,575,Arterial/Collector,N
6338-6294,1979.519548,1909,Arterial/Collector,N
6338-6451,1879.036103,1909,Arterial/Collector,N
6340-6325,2687.648181,6056,Arterial/Collector,N
6340-6385,3739.808451,7413,Arterial/Collector,N
6340-6519,2875.479823,251,Arterial/Collector,N
6341-6291,1898.320785,955,Arterial/Collector,N
6341-6434,2022.511751,955,Arterial/Collector,N
6343-6311,390.0208795,2800,Arterial/Collector,N
6343-6390,462.8958069,3700,Arterial/Collector,N
6344-6229,313.6309398,291,Arterial/Collector,N
6344-6458,1156.630614,509,Arterial/Collector,N
6345-6271,591.7837112,345,Arterial/Collector,N
6345-6346,3389.070432,2156,Arterial/Collector,N
6345-6351,2274.274246,1330,Arterial/Collector,N
6346-6345,3092.913955,2156,Arterial/Collector,N
6347-6266,3136.794971,5092,Arterial/Collector,N
6347-6348,3865.123429,2422,Arterial/Collector,N
6347-6474,4695.276133,5814,Arterial/Collector,N
6348-6347,4003.908362,2422,Arterial/Collector,N
6348-6374,3871.99954,1865,Arterial/Collector,N
6349-6350,336.1386148,1090,Arterial/Collector,N
6350-6375,336.1386148,1187,Arterial/Collector,N
6351-6345,2444.749588,1330,Arterial/Collector,N
6351-6384,528.2941889,1042,Arterial/Collector,N
6351-6472,1745.980074,460,Arterial/Collector,N
6352-19331,2691.603113,542,Arterial/Collector,N
6352-21337,7815.566515,6201,Arterial/Collector,N
6352-6404,7101.435968,6202,Arterial/Collector,N
6353-19331,2474.247877,798,Arterial/Collector,N
6355-6311,5242.768442,9254,Arterial/Collector,N
6355-6381,262.3485142,1556,Arterial/Collector,N
6355-6405,5058.537478,8769,Arterial/Collector,N
6358-6304,2742.337987,7896,Arterial/Collector,N
6358-6398,6001.663556,7896,Arterial/Collector,N
6358-6456,2006.222907,292,Arterial/Collector,N
6359-6362,5432.065504,5713,Arterial/Collector,N
6359-6370,8858.711336,9206,Arterial/Collector,N
6359-6531,3195.358788,3216,Arterial/Collector,N
6360-6257,3387.18212,1457,Arterial/Collector,N
6360-6406,3502.155273,1759,Arterial/Collector,N
6361-6242,1158.534369,412,Arterial/Collector,N
6361-6467,1404.133215,606,Arterial/Collector,N
6362-6288,4634.635876,4117,Arterial/Collector,N
6362-6359,5551.667422,5713,Arterial/Collector,N
6362-6407,3625.436371,4070,Arterial/Collector,N
6362-6531,7618.218281,4275,Arterial/Collector,N
6363-6380,6497.381211,8624,Arterial/Collector,N
6363-6390,6377.180649,8332,Arterial/Collector,N
6364-6406,380.7558407,301,Arterial/Collector,N
6365-6246,2550.167292,1005,Arterial/Collector,N
6365-6613,2549.941615,1206,Arterial/Collector,N
6366-6278,2834.819661,1938,Arterial/Collector,N
6366-6367,8395.083564,2544,Arterial/Collector,N
6366-6374,7176.974139,2068,Arterial/Collector,N
6367-6366,7687.858304,2544,Arterial/Collector,N
6367-6368,1345.466491,2544,Arterial/Collector,N
6367-6387,7322.541223,2859,Arterial/Collector,N
6368-6266,1523.994822,1454,Arterial/Collector,N
6368-6367,1028.669934,2544,Arterial/Collector,N
6368-6369,838.2320755,2737,Arterial/Collector,N
6369-6349,420.2411954,1284,Arterial/Collector,N
6369-6368,720.1606025,2737,Arterial/Collector,N
6369-6388,431.91503,3416,Arterial/Collector,N
6370-6188,2065.521958,1340,Arterial/Collector,N
6370-6359,8627.424435,9206,Arterial/Collector,N
6370-6372,9439.907397,10853,Arterial/Collector,N
6372-6370,9267.859765,10853,Arterial/Collector,N
6372-6378,10587.45097,10853,Arterial/Collector,N
6372-6692,1340.408902,1385,Arterial/Collector,N
6374-6348,4010.784474,1865,Arterial/Collector,N
6374-6366,7601.016884,2068,Arterial/Collector,N
6374-6386,3828.795866,3448,Arterial/Collector,N
6375-6376,336.1386148,436,Arterial/Collector,N
6376-6412,336.1386148,557,Arterial/Collector,N
6377-6284,2661.459158,1558,Arterial/Collector,N
6377-6293,939.3371688,854,Arterial/Collector,N
6377-6606,3236.250934,2362,Arterial/Collector,N
6378-6372,10406.36518,10853,Arterial/Collector,N
6378-6379,10662.96689,10078,Arterial/Collector,N
6379-6378,10532.00804,10078,Arterial/Collector,N
6379-6381,10471.3562,10078,Arterial/Collector,N
6380-6280,1365.578046,3200,Arterial/Collector,N
6380-6363,6377.180649,8624,Arterial/Collector,N
6380-6389,7573.748944,8000,Arterial/Collector,N
6380-6569,2705.28123,3700,Arterial/Collector,N
6381-6355,1112.852353,1556,Arterial/Collector,N
6381-6379,10421.42648,10078,Arterial/Collector,N
6381-6405,13508.30782,10078,Arterial/Collector,N
6382-6297,2612.81805,3015,Arterial/Collector,N
6382-6512,2624.029646,3065,Arterial/Collector,N
